"ref_name","ARO Term","ARO Accession","NCBI","init_final","Model Sequence ID","CVTERM ID","ARO Name","Protein Accession","DNA Accession","AMR Gene Family","Drug Class","Resistance Mechanism"
"CTX-M-157.3003165.KM211510.0-876.1819","CTX-M-157",3003165,"KM211510","0-876","1819",39742,"CTX-M-157","AIS67613.1","KM211510","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"CTX-M-96.3001956.AJ704396.0-876.950","CTX-M-96",3001956,"AJ704396","0-876","950",38356,"CTX-M-96","CAG28417.1","AJ704396","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"CTX-M-156.3003164.KM211509.0-876.1741","CTX-M-156",3003164,"KM211509","0-876","1741",39741,"CTX-M-156","AIS67612.1","KM211509","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"gyrA.3003294.U00096.3.2336792-2339420.4695","gyrA",3003294,"U00096 . 3","2336792-2339420","4695",39878,"Escherichia coli gyrA conferring resistance to fluoroquinolones","AAC75291.1","U00096.3","fluoroquinolone resistant gyrA","fluoroquinolone antibiotic;nybomycin","antibiotic target alteration"
"msbA.3003950.U00096.3.966620-968369.5468","msbA",3003950,"U00096 . 3","966620-968369","5468",40720,"msbA","AAC74000.1","U00096.3","ATP-binding cassette (ABC) antibiotic efflux pump","nitroimidazole antibiotic","antibiotic efflux"
"mdtO.3003549.AP009048.1.4304505-4306557.4664","mdtO",3003549,"AP009048 . 1","4304505-4306557","4664",40151,"mdtO","BAE78083.1","AP009048.1","major facilitator superfamily (MFS) antibiotic efflux pump","acridine dye;disinfecting agents and intercalating dyes;nucleoside antibiotic","antibiotic efflux"
"AcrF.3000502.U00096.3415032-3418137.700","AcrF",3000502,"U00096","3415032-3418137","700",36641,"AcrF","AAC76298.1","U00096","resistance-nodulation-cell division (RND) antibiotic efflux pump","cephalosporin;cephamycin;fluoroquinolone antibiotic;penam","antibiotic efflux"
"evgA.3000832.BA000007.3.3212025-3212640.5466","evgA",3000832,"BA000007 . 3","3212025-3212640","5466",37212,"evgA","BAB36671.1","BA000007.3","major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump","fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic","antibiotic efflux"
"CTX-M-3.3001866.Y10278.0-876.1965","CTX-M-3",3001866,"Y10278","0-876","1965",38266,"CTX-M-3","CAA71321.1","Y10278","CTX-M beta-lactamase","cephalosporin;cephamycin;penam","antibiotic inactivation"
"OXA-209.3001809.JF268688.1.5407-6232.4700","OXA-209",3001809,"JF268688 . 1","5407-6232","4700",38209,"OXA-209","AEM66528.1","JF268688.1","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"CTX-M-117.3001977.JN227085.351-1227.906","CTX-M-117",3001977,"JN227085","351-1227","906",38377,"CTX-M-117","AET99223.1","JN227085","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"CTX-M-71.3001932.FJ815436.195-1071.1513","CTX-M-71",3001932,"FJ815436","195-1071","1513",38332,"CTX-M-71","ACV92002.1","FJ815436","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"CTX-M-79.3001940.EF426798.0-876.769","CTX-M-79",3001940,"EF426798","0-876","769",38340,"CTX-M-79","ABO09821.1","EF426798","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"CTX-M-132.3001991.JX313020.0-876.1861","CTX-M-132",3001991,"JX313020","0-876","1861",38391,"CTX-M-132","AFQ94051.1","JX313020","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"mipA.3004127.NC_002695.2467330-2468077.4103","mipA",3004127,"NC_002695","2467330-2468077","4103",41253,"Escherichia coli mipA","NP_310518","NC_002695.2","MipA-interacting Protein","aminoglycoside antibiotic;fluoroquinolone antibiotic","reduced permeability to antibiotic;resistance by absence"
"CTX-M-82.3001943.DQ256091.98-974.1088","CTX-M-82",3001943,"DQ256091","98-974","1088",38343,"CTX-M-82","ABB59946.1","DQ256091","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"CTX-M-114.3001974.GQ351346.0-876.1980","CTX-M-114",3001974,"GQ351346","0-876","1980",38374,"CTX-M-114","ACU00153.1","GQ351346","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"CTX-M-33.3001895.AY238472.1.12-888.4724","CTX-M-33",3001895,"AY238472 . 1","12-888","4724",38295,"CTX-M-33","AAO88912.1","AY238472.1","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"CTX-M-66.3001927.EF576988.239-1115.1107","CTX-M-66",3001927,"EF576988","239-1115","1107",38327,"CTX-M-66","ABQ45409.1","EF576988","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"APH(3'')-Ib.3002639.AF313472.15593-16397.545","APH(3'')-Ib",3002639,"AF313472","15593-16397","545",39039,"APH(3'')-Ib","ABK33456.1","AF313472","APH(3'')","aminoglycoside antibiotic","antibiotic inactivation"
"CTX-M-22.3001884.AY080894.3-879.1334","CTX-M-22",3001884,"AY080894","3-879","1334",38284,"CTX-M-22","AAL86924.1","AY080894","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"emrK.3000206.D78168.536-1592.173","emrK",3000206,"D78168","536-1592","173",36345,"emrK","BAA11236.1","D78168","major facilitator superfamily (MFS) antibiotic efflux pump","tetracycline antibiotic","antibiotic efflux"
"dfrA14.3002859.EU780012.2162-2645.206","dfrA14",3002859,"EU780012","2162-2645","206",39293,"dfrA14","AHK10285.1","KF921535.1","trimethoprim resistant dihydrofolate reductase dfr","diaminopyrimidine antibiotic","antibiotic target replacement"
"folP.3003386.U00096.3.3324062-3324911.5412","folP",3003386,"U00096 . 3","3324062-3324911","5412",39970,"Escherichia coli folP with mutation conferring resistance to sulfonamides","AAC76209.2","U00096.3","sulfonamide resistant dihydropteroate synthase folP","sulfonamide antibiotic;sulfone antibiotic","antibiotic target alteration"
"Escherichia_coli_EF-Tu.3003370.U00096.3.3470144-3471329.5280","Escherichia_coli_EF-Tu",3003370,"U00096 . 3","3470144-3471329","5280",39954,"Escherichia coli EF-Tu mutants conferring resistance to Enacyloxin IIa","AAC76364.1","U00096.3","elfamycin resistant EF-Tu","elfamycin antibiotic","antibiotic target alteration"
"CTX-M-42.3001904.DQ061159.346-1222.1742","CTX-M-42",3001904,"DQ061159","346-1222","1742",38304,"CTX-M-42","AAY84742.1","DQ061159","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"parC.3003308.U00096.3.3163714-3165973.4704","parC",3003308,"U00096 . 3","3163714-3165973","4704",39892,"Escherichia coli parC conferring resistance to fluoroquinolones","AAC76055.1","U00096.3","fluoroquinolone resistant parC","fluoroquinolone antibiotic","antibiotic target alteration"
"CTX-M-15.3001878.AY044436.1435-2311.1430","CTX-M-15",3001878,"AY044436","1435-2311","1430",38278,"CTX-M-15","AAL02127.1","AY044436","CTX-M beta-lactamase","cephalosporin;penam","antibiotic inactivation"
"CTX-M-52.3001914.DQ223685.0-876.1335","CTX-M-52",3001914,"DQ223685","0-876","1335",38314,"CTX-M-52","ABB17185.1","DQ223685","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"CTX-M-144.3002002.KJ020573.274-1150.1185","CTX-M-144",3002002,"KJ020573","274-1150","1185",38402,"CTX-M-144","AHX39588.1","KJ020573","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"OXA-347.3001777.JN086160.1582-2407.4583","OXA-347",3001777,"JN086160","1582-2407","4583",38177,"OXA-347","AET35493.1","JN086160","OXA beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"evgS.3000833.U00096.2484373-2487967.178","evgS",3000833,"U00096","2484373-2487967","178",37213,"evgS","AAC75429.1","U00096","major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump","fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic","antibiotic efflux"
"Escherichia_coli_GlpT.3003889.HG738867.2233288-2234647.4617","Escherichia_coli_GlpT",3003889,"HG738867","2233288-2234647","4617",40588,"Escherichia coli GlpT with mutation conferring resistance to fosfomycin","CDJ72593","HG738867","antibiotic-resistant GlpT","fosfomycin","antibiotic target alteration"
"CTX-M-64.3001925.AB284167.225-1101.949","CTX-M-64",3001925,"AB284167","225-1101","949",38325,"CTX-M-64","BAF63422.1","AB284167","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"CTX-M-12.3001875.AF305837.0-876.1008","CTX-M-12",3001875,"AF305837","0-876","1008",38275,"CTX-M-12","AAG34108.1","AF305837","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"CTX-M-69.3001930.EU402393.0-876.1353","CTX-M-69",3001930,"EU402393","0-876","1353",38330,"CTX-M-69","ABY91281.1","EU402393","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"gadW.3003838.CP015085.1.2551711-2552440.4620","gadW",3003838,"CP015085 . 1","2551711-2552440","4620",40529,"gadW","ANK04027.1","CP015085.1","resistance-nodulation-cell division (RND) antibiotic efflux pump","fluoroquinolone antibiotic;macrolide antibiotic;penam","antibiotic efflux"
"Mycoplasma_fermentans_23S.3004177.NC_021002.1.901870-904756.4167","Mycoplasma_fermentans_23S",3004177,"NC_021002 . 1","901870-904756","4167",41328,"Mycoplasma fermentans 23S rRNA with mutation conferring resistance to macrolide antibiotics",NA,"NC_021002.1","23S rRNA with mutation conferring resistance to macrolide antibiotics","glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic","antibiotic target alteration"
"CTX-M-103.3001962.HG423149.39-915.1026","CTX-M-103",3001962,"HG423149","39-915","1026",38362,"CTX-M-103","CDG50843.1","HG423149","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"CTX-M-72.3001933.AY847148.8-884.1591","CTX-M-72",3001933,"AY847148","8-884","1591",38333,"CTX-M-72","AAV97957.1","AY847148","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"ugd.3003577.U00096.2098446-2099613.4591","ugd",3003577,"U00096","2098446-2099613","4591",40187,"ugd","AAC75089.1","U00096","pmr phosphoethanolamine transferase","peptide antibiotic","antibiotic target alteration"
"Escherichia_coli_EF-Tu.3003368.AH002539.2.1760-2945.3531","Escherichia_coli_EF-Tu",3003368,"AH002539 . 2","1760-2945","3531",39952,"Escherichia coli EF-Tu mutants conferring resistance to kirromycin","AAA50993.1","AH002539.2","elfamycin resistant EF-Tu","elfamycin antibiotic","antibiotic target alteration"
"SHV-179.3001362.KF705208.0-861.1559","SHV-179",3001362,"KF705208","0-861","1559",37762,"SHV-179","AHA80962.1","KF705208","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-93.3001145.EF373969.0-861.1877","SHV-93",3001145,"EF373969","0-861","1877",37525,"SHV-93","ABN49110.1","EF373969","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"gyrB.3003307.AE006468.2.4038867-4041282.5308","gyrB",3003307,"AE006468 . 2","4038867-4041282","5308",39891,"Salmonella serovars gyrB conferring resistance to fluoroquinolones","AAL22694.1","AE006468.2","fluoroquinolone resistant gyrB","aminocoumarin antibiotic;fluoroquinolone antibiotic","antibiotic target alteration"
"SHV-66.3001121.DQ174306.4-865.1150","SHV-66",3001121,"DQ174306","4-865","1150",37501,"SHV-66","ABA06588.1","DQ174306","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-64.3001119.DQ174304.4-865.992","SHV-64",3001119,"DQ174304","4-865","992",37499,"SHV-64","ABA06586.1","DQ174304","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"AAC(6')-Im.3004629.AF337947.1.1214-1751.5375","AAC(6')-Im",3004629,"AF337947 . 1","1214-1751","5375",42615,"AAC(6')-Im","AAK63041.1","AF337947.1","AAC(6')","aminoglycoside antibiotic","antibiotic inactivation"
"Klebsiella_pneumoniae_KpnG.3004588.ACWO01000051.1.22092-23265.5311","Klebsiella_pneumoniae_KpnG",3004588,"ACWO01000051 . 1","22092-23265","5311",42518,"Klebsiella pneumoniae KpnG","EHL92831.1","ACWO01000051.1","major facilitator superfamily (MFS) antibiotic efflux pump","aminoglycoside antibiotic;carbapenem;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic;penam;penem;peptide antibiotic","antibiotic efflux"
"FosA6.3004111.KU254579.1.59421-59841.4755","FosA6",3004111,"KU254579 . 1","59421-59841","4755",41232,"FosA6","AMQ12811.1","KU254579.1","fosfomycin thiol transferase","fosfomycin","antibiotic inactivation"
"PmrF.3003578.U00096.2367070-2368039.2115","PmrF",3003578,"U00096","2367070-2368039","2115",40188,"PmrF","AAC75314.1","U00096","pmr phosphoethanolamine transferase","peptide antibiotic","antibiotic target alteration"
"SHV-52.3001109.HQ845196.0-861.1393","SHV-52",3001109,"HQ845196","0-861","1393",37489,"SHV-52","AEJ08681.1","HQ845196","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"Klebsiella_pneumoniae_OmpK36.3003968.NC_016845.1.3727881-3728985.3765","Klebsiella_pneumoniae_OmpK36",3003968,"NC_016845 . 1","3727881-3728985","3765",40739,"Klebsiella pneumoniae OmpK36","YP_005228001.1","NC_016845.1","General Bacterial Porin with reduced permeability to beta-lactams","carbapenem;cephalosporin;cephamycin;monobactam;penam;penem","reduced permeability to antibiotic;resistance by absence"
"marA.3000263.AP009048.1.1621287-1621671.5219","marA",3000263,"AP009048 . 1","1621287-1621671","5219",36402,"marA","BAA15221.2","AP009048.1","General Bacterial Porin with reduced permeability to beta-lactams;resistance-nodulation-cell division (RND) antibiotic efflux pump","carbapenem;cephalosporin;cephamycin;fluoroquinolone antibiotic;glycylcycline;monobactam;penam;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan","antibiotic efflux;reduced permeability to antibiotic"
"oqxB.3003923.EU370913.1.47850-51003.5462","oqxB",3003923,"EU370913 . 1","47850-51003","5462",40632,"oqxB","AAP43110.2","EU370913.1","resistance-nodulation-cell division (RND) antibiotic efflux pump","diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic","antibiotic efflux"
"Klebsiella_pneumoniae_KpnE.3004580.AP006725.1.2483889-2484252.5313","Klebsiella_pneumoniae_KpnE",3004580,"AP006725 . 1","2483889-2484252","5313",42506,"Klebsiella pneumoniae KpnE","BAH63251.1","AP006725.1","major facilitator superfamily (MFS) antibiotic efflux pump","aminoglycoside antibiotic;cephalosporin;macrolide antibiotic;peptide antibiotic;rifamycin antibiotic;tetracycline antibiotic","antibiotic efflux"
"SHV-92.3001144.DQ836922.0-861.1793","SHV-92",3001144,"DQ836922","0-861","1793",37524,"SHV-92","ABH04327.1","DQ836922","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-35.3001093.AY070258.0-861.1315","SHV-35",3001093,"AY070258","0-861","1315",37473,"SHV-35","AAL68926.1","AY070258","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"gadX.3000508.AP009048.1.3974604-3975429.5417","gadX",3000508,"AP009048 . 1","3974604-3975429","5417",36647,"gadX","BAE77778.1","AP009048.1","resistance-nodulation-cell division (RND) antibiotic efflux pump","fluoroquinolone antibiotic;macrolide antibiotic;penam","antibiotic efflux"
"SHV-156.3001195.JX121123.0-861.1558","SHV-156",3001195,"JX121123","0-861","1558",37575,"SHV-156","AFQ23962.1","JX121123","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"SHV-15.3001074.AJ011428.0-861.987","SHV-15",3001074,"AJ011428","0-861","987",37454,"SHV-15","CAB37325.2","AJ011428","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"Klebsiella_pneumoniae_OmpK35.3003966.NC_016845.1.1904307-1904991.3763","Klebsiella_pneumoniae_OmpK35",3003966,"NC_016845 . 1","1904307-1904991","3763",40737,"Klebsiella pneumoniae OmpK35","YP_005226137.1","NC_016845.1","General Bacterial Porin with reduced permeability to beta-lactams","carbapenem;cephalosporin;cephamycin;monobactam;penam;penem","reduced permeability to antibiotic;resistance by absence"
"Erm(49).3004626.MWVR01000009.1.34384-35299.5349","Erm(49)",3004626,"MWVR01000009 . 1","34384-35299","5349",42608,"Erm(49)","OPG86592.1","MWVR01000009.1","Erm 23S ribosomal RNA methyltransferase","lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic","antibiotic target alteration"
"acrA.3004041.AJ318073.1.793-1990.3994","acrA",3004041,"AJ318073 . 1","793-1990","3994",41088,"Klebsiella pneumoniae acrA","CAC41008.1","AJ318073.1","resistance-nodulation-cell division (RND) antibiotic efflux pump","cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan","antibiotic efflux"
"mdtM.3001214.U00096.3.4567286-4568519.4730","mdtM",3001214,"U00096 . 3","4567286-4568519","4730",37613,"mdtM","AAC77293.1","U00096.3","major facilitator superfamily (MFS) antibiotic efflux pump","acridine dye;disinfecting agents and intercalating dyes;fluoroquinolone antibiotic;lincosamide antibiotic;nucleoside antibiotic;phenicol antibiotic","antibiotic efflux"
"SHV-49.3001106.AY528718.413-1274.1067","SHV-49",3001106,"AY528718","413-1274","1067",37486,"SHV-49","AAS98184.1","AY528718","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"mdtN.3003548.AP009048.1.4306556-4307588.4705","mdtN",3003548,"AP009048 . 1","4306556-4307588","4705",40150,"mdtN","BAE78084.1","AP009048.1","major facilitator superfamily (MFS) antibiotic efflux pump","acridine dye;disinfecting agents and intercalating dyes;nucleoside antibiotic","antibiotic efflux"
"Klebsiella_pneumoniae_KpnF.3004583.AP006725.1.2484238-2484568.5312","Klebsiella_pneumoniae_KpnF",3004583,"AP006725 . 1","2484238-2484568","5312",42513,"Klebsiella pneumoniae KpnF","BAH63252.1","AP006725.1","major facilitator superfamily (MFS) antibiotic efflux pump","aminoglycoside antibiotic;cephalosporin;macrolide antibiotic;peptide antibiotic;rifamycin antibiotic;tetracycline antibiotic","antibiotic efflux"
"oqxA.3003922.EU370913.1.46651-47827.5460","oqxA",3003922,"EU370913 . 1","46651-47827","5460",40631,"oqxA","AAP43109.1","EU370913.1","resistance-nodulation-cell division (RND) antibiotic efflux pump","diaminopyrimidine antibiotic;fluoroquinolone antibiotic;glycylcycline;nitrofuran antibiotic;tetracycline antibiotic","antibiotic efflux"
"SHV-67.3001122.DQ174307.4-865.1237","SHV-67",3001122,"DQ174307","4-865","1237",37502,"SHV-67","ABA06589.1","DQ174307","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"FosA5.3003209.KP143090.1.1199-1619.4457","FosA5",3003209,"KP143090 . 1","1199-1619","4457",39793,"FosA5","AJE60855.1","KP143090.1","fosfomycin thiol transferase","fosfomycin","antibiotic inactivation"
"SHV-16.3001075.AF072684.117-993.1872","SHV-16",3001075,"AF072684","117-993","1872",37455,"SHV-16","AAC98092.2","AF072684","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
"ampC.3004290.NC_000913.3.4377810-4378944.4478","ampC",3004290,"NC_000913 . 3","4377810-4378944","4478",41454,"Escherichia coli ampC beta-lactamase","AAC77110.1","U00096.3","ampC-type beta-lactamase","cephalosporin;penam","antibiotic inactivation"
"SHV-34.3001092.AY036620.88-949.1235","SHV-34",3001092,"AY036620","88-949","1235",37472,"SHV-34","AAK64187.1","AY036620","SHV beta-lactamase","carbapenem;cephalosporin;penam","antibiotic inactivation"
